,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
17,False,/6sLQFh6VFxU8nIkVaYg2yyJ6FL.jpg,"[80, 18, 53]",388,en,Inside Man,"When an armed, masked gang enter a Manhattan bank, lock the doors and take hostages, the detective assigned to effect their release enters negotiations preoccupied with corruption charges he is facing.",12.027,/z6wYRuvk1lf60R4SmWETfdUvGsm.jpg,2006-03-17,Inside Man,False,7.4,3289
18,False,/uBnZ4JxkHcDXL9CY7ekNoXZl9Y5.jpg,[35],4543,en,The Meaning of Life,"Life's questions are 'answered' in a series of outrageous vignettes, beginning with a staid London insurance company which transforms before our eyes into a pirate ship. Then there's the National Health doctors who try to claim a healthy liver from a still-living donor. The world's most voracious glutton brings the art of vomiting to new heights before his spectacular demise.",10.563,/uCdQLoSQYJXrH3HvwNOJp5ing6q.jpg,1983-03-31,The Meaning of Life,False,7.4,1048
19,False,/js7WdYkmPDx8zHX0pgzhNuOTk77.jpg,"[12, 35, 10752]",11589,en,Kelly's Heroes,A misfit group of World War II American soldiers goes AWOL to rob a bank behind German lines.,12.342,/lLFncrtTIz1hcteLbM9eKRflrMd.jpg,1970-06-22,Kelly's Heroes,False,7.4,345
0,False,/vvZeoGypPhFmRRk7lphHPtQXjdY.jpg,"[18, 36, 10751]",298582,en,Full Out,"Based on the true life story of California gymnast Ariana Berlin. As she zoned in on her Olympic goals, 14 year old Ariana Berlin's life took a sharp turn when she was involved in a debilitating car accident. Gaining her confidence and movement back through learning hip hop dance, she unexpectedly found herself called back to the gymnastics world thanks to world renowned UCLA Coach Valorie Kondos Field. With Val's help, Ariana was eventually able to secure a spot on the UCLA gymnastics team and win an NCAA championship, a lifelong goal that she had always dreamed of. This is a wonderfully inspiring story of persistence, confidence, and the heart and courage to make a somewhat impossible comeback in life.",8.133,/v98FuFPY7r4Yzfl0nd7Jf1r5eai.jpg,2015-09-11,Full Out,False,7.4,201
1,False,/8QXGNP0Vb4nsYKub59XpAhiUSQN.jpg,"[18, 878]",335984,en,Blade Runner 2049,"Thirty years after the events of the first film, a new blade runner, LAPD Officer K, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard, a former LAPD blade runner who has been missing for 30 years.",36.189,/gajva2L0rPYkEWjzgFlBXCAVBE5.jpg,2017-10-04,Blade Runner 2049,False,7.4,7745
2,False,/mjjUvCXlAwWtDWlCMbzijwBdd7R.jpg,[18],1653,es,Diarios de motocicleta,"Based on the journals of Che Guevara, leader of the Cuban Revolution. In his memoirs, Guevara recounts adventures he and best friend Alberto Granado had while crossing South America by motorcycle in the early 1950s.",10.081,/vszQfvZt4EPNmy1U0wWCEKW1iEW.jpg,2004-02-06,The Motorcycle Diaries,False,7.4,696
3,False,/dVDdABRCmQglgXod01GMHgtkS8k.jpg,"[18, 10749]",713,en,The Piano,"After a long voyage from Scotland, pianist Ada McGrath and her young daughter, Flora, are left with all their belongings, including a piano, on a New Zealand beach. Ada, who has been mute since childhood, has been sold into marriage to a local man named Alisdair Stewart. Making little attempt to warm up to Alisdair, Ada soon becomes intrigued by his Maori-friendly acquaintance, George Baines, leading to tense, life-altering conflicts.",12.921,/rx8RKXn8OtuS6lqloYsjyrGOUp4.jpg,1993-05-19,The Piano,False,7.4,670
4,False,/mrB9FWjNgIm21zXckWleZxG7fys.jpg,"[18, 10749]",145,da,Breaking the Waves,"In a small and conservative Scottish village, a woman's paralytic husband convinces her to have extramarital intercourse so she can tell him about it and give him a reason for living.",12.419,/ffEFzMQ9Ee0SkwmCQvwD6MAOfl5.jpg,1996-05-13,Breaking the Waves,False,7.4,511
5,False,/b3DfxOIVK78bIo0epa1M0zURzOe.jpg,"[35, 10402]",704,en,A Hard Day's Night,"Capturing John Lennon, Paul McCartney, George Harrison and Ringo Starr in their electrifying element, 'A Hard Day's Night' is a wildly irreverent journey through this pastiche of a day in the life of The Beatles during 1964. The band have to use all their guile and wit to avoid the pursuing fans and press to reach their scheduled television performance, in spite of Paul's troublemaking grandfather and Ringo's arrest.",11.052,/raJc1rxX0SQGzU1sRBAAFLkKGv1.jpg,1964-07-06,A Hard Day's Night,False,7.4,322
6,False,/l3N6BtcVwXp6rJAUOpcb8ooyE9c.jpg,"[80, 18]",690,fr,Pickpocket,"Michel takes up pickpocketing on a lark and is arrested soon after. His mother dies shortly after his release, and despite the objections of his only friend, Jacques, and his mother's neighbor Jeanne, Michel teams up with a couple of petty thieves in order to improve his craft. With a police inspector keeping an eye on him, Michel also tries to get a straight job, but the temptation to steal is hard to resist.",6.815,/jWzs3akV1857qNFXisadh52QFl6.jpg,1959-12-16,Pickpocket,False,7.4,205
7,False,/qmDy6Rdom8d8UFj9GeAAtVIjTRT.jpg,"[35, 14]",620,en,Ghostbusters,"After losing their academic posts at a prestigious university, a team of parapsychologists goes into business as proton-pack-toting ""ghostbusters"" who exterminate ghouls, hobgoblins and supernatural pests of all stripes. An ad campaign pays off when a knockout cellist hires the squad to purge her swanky digs of demons that appear to be living in her refrigerator.",16.515,/3FS3oBdorgczgfCkFi2u8ZTFfpS.jpg,1984-06-08,Ghostbusters,False,7.4,5282
8,False,/1XOSh6BFZbQ0xN75m4avqgzClyG.jpg,"[28, 12, 878]",13475,en,Star Trek,"The fate of the galaxy rests in the hands of bitter rivals. One, James Kirk, is a delinquent, thrill-seeking Iowa farm boy. The other, Spock, a Vulcan, was raised in a logic-based society that rejects all emotion. As fiery instinct clashes with calm reason, their unlikely but powerful partnership is the only thing capable of leading their crew through unimaginable danger, boldly going where no one has gone before. The human adventure has begun again.",16.507,/xPihqTMhCh6b8DHYzE61jrIiNMS.jpg,2009-05-06,Star Trek,False,7.4,6907
9,False,/i8AGAKxZL5aXnDcXVOZK5JkkDhn.jpg,[18],10400,en,The Hurricane,"The story of Rubin ""Hurricane"" Carter, a boxer wrongly imprisoned for murder, and the people who aided in his fight to prove his innocence.",8.961,/6SoTMHbcZ6XItPiEfIe1WzeET3c.jpg,1999-09-17,The Hurricane,False,7.4,756
10,False,/iVY4hZc39fnEZ1OBJfLduDryH4h.jpg,[18],24226,en,The Verdict,"Frank Galvin is a down-on-his luck lawyer, reduced to drinking and ambulance chasing. Former associate Mickey Morrissey reminds him of his obligations in a medical malpractice suit that he himself served to Galvin on a silver platter: all parties willing to settle out of court. Blundering his way through the preliminaries, he suddenly realizes that perhaps after all the case should go to court; to punish the guilty, to get a decent settlement for his clients, and to restore his standing as a lawyer.",8.208,/iYEuFP1bpj5yOenKliiRFcNO3VE.jpg,1982-12-08,The Verdict,False,7.4,277
11,False,/nHZM78MjXsOXtN0zvNLRnRV7BJD.jpg,"[80, 18, 53]",9559,en,A Perfect World,"A kidnapped boy strikes up a friendship with his captor: an escaped convict on the run from the law, headed by an honorable U.S. Marshal.",10.315,/4gb38JSPBmAtFopC8vb20Paj20h.jpg,1993-11-24,A Perfect World,False,7.4,827
12,False,/6NrlobwzHGOdVPXLqZzWutRBNQB.jpg,"[35, 18]",36940,it,La prima cosa bella,"The film tells the story of the Michelucci family, from the nineteen-seventies to the present day: the central character is the stunningly beautiful Anna, the lively, frivolous and sometimes embarrassing mother of Bruno and Valeria. Everything begins in the Summer of 1971, at the annual Summer beauty pageant held at Livorno’s most popular bathing establishment. Anna is unexpectedly crowned “Most Beautiful Mother”, unwittingly stirring the violent jealousy of her husband. From then on, chaos strikes the family and for Anna, Bruno and his sister Valeria, it is the start of an adventure that will only end thirty years later. Bruno ends up living in Milan after managing to escape from Livorno and his mother. He will return to his hometown at the end of the film to be at his mother’s side during her very last days.",6.265,/dTaXwieay5cNpRDXdK4g55EdeOu.jpg,2010-01-15,The First Beautiful Thing,False,7.4,316
13,False,/aHcth2AXzZSjhX7JYh7ie73YVNc.jpg,"[28, 12, 14, 878]",19995,en,Avatar,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",29.738,/kmcqlZGaSh20zpTbuoF0Cdn07dT.jpg,2009-12-10,Avatar,False,7.4,20392
14,False,/mLNn3ajWEk1RQGXVD4YfbySCf1T.jpg,[18],7863,en,Shine,"Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim.",11.094,/yjcdr2YadLwnoyUrRxNzcHVptAq.jpg,1996-08-15,Shine,False,7.4,332
15,False,/brfFrMWat9T4w07ovSOV9UV7vSt.jpg,"[12, 18, 10749, 10752]",4476,en,Legends of the Fall,"An epic tale of three brothers and their father living in the remote wilderness of 1900s USA and how their lives are affected by nature, history, war, and love.",14.545,/5jjnaCfsC0B0KFPbxV2RMTQYBm.jpg,1994-12-16,Legends of the Fall,False,7.4,1304
16,False,/xd5SYDUhNVGLUeK2epbEjnVBpPN.jpg,"[35, 18, 10749]",639,en,When Harry Met Sally...,"During their travel from Chicago to New York, Harry and Sally debate whether or not sex ruins a friendship between a man and a woman. Eleven years later, and they're still no closer to finding the answer.",11.269,/anYI1fzx90PgjO9PY3JStJZJmQT.jpg,1989-07-21,When Harry Met Sally...,False,7.4,2268
17,False,/oS0cFYuAkQ3D44uRdJwbIuuPBli.jpg,"[18, 36, 10752]",8741,en,The Thin Red Line,"Based on the graphic novel by James Jones, The Thin Red Line tells the story of a group of men, an Army Rifle company called C-for-Charlie, who change, suffer, and ultimately make essential discoveries about themselves during the fierce World War II battle of Guadalcanal. It follows their journey, from the surprise of an unopposed landing, through the bloody and exhausting battles that follow, to the ultimate departure of those who survived. A powerful frontline cast - including Sean Penn, Nick Nolte, Woody Harrelson and George Clooney - explodes into action in this hauntingly realistic view of military and moral chaos in the Pacific during World War II.",10.695,/g4ApW90svay7veAPgxU8OsNMEOB.jpg,1998-12-25,The Thin Red Line,False,7.4,1608
18,False,/2GFwBXjyHCpUylaQSU00MGPmh1t.jpg,"[18, 37]",17529,en,True Grit,"The murder of her father sends a teenage tomboy on a mission of 'justice', which involves avenging her father's death. She recruits a tough old marshal, 'Rooster' Cogburn because he has 'true grit', and a reputation of getting the job done.",8.505,/rF3rQO7a44AvLYkQJWUUPKkK0l9.jpg,1969-06-11,True Grit,False,7.4,394
19,False,/lLQgQy1nX3qocg83BLTCz1911R4.jpg,"[18, 14, 36, 9648]",16646,ru,Русский ковчег,"A French marquis wanders through a vast labyrinth of corridors, theaters and ballrooms at a reception for a Persian ambassador.",6.817,/uGPOsQq7tVrCBXDY94XCuD5H5Wv.jpg,2002-05-22,Russian Ark,False,7.4,225
0,False,/qthiIjX8Lt4Jg6hqPAdp2EIyJss.jpg,"[18, 53, 9648]",192,en,The Name of the Rose,"14th-century Franciscan monk William of Baskerville and his young novice arrive at a conference to find that several monks have been murdered under mysterious circumstances. To solve the crimes, William must rise up against the Church's authority and fight the shadowy conspiracy of monastery monks using only his intelligence – which is considerable.",15.634,/dk3Vmp86t4lacnI3sQuU9ihOCUh.jpg,1986-09-24,The Name of the Rose,False,7.4,1693
1,False,/i90947b0zLbH1P4qjAxqiQdRfiZ.jpg,"[35, 18, 10751]",11881,en,Miracle on 34th Street,"Kris Kringle, seemingly the embodiment of Santa Claus, is asked to portray the jolly old fellow at Macy's following his performance in the Thanksgiving Day parade. His portrayal is so complete that many begin to question if he truly is Santa Claus, while others question his sanity.",12.36,/h8kkqroLwxvAHxWGIStEZaNd4wr.jpg,1947-06-11,Miracle on 34th Street,False,7.4,351
2,False,/8XQpEPrXUakvyGXRw9eR6ilvWaK.jpg,"[28, 53, 10770]",839,en,Duel,"Traveling businessman David Mann angers the driver of a rusty tanker while crossing the Californian desert. A simple trip turns deadly, as Mann struggles to stay on the road while the tanker plays cat and mouse with his life.",10.946,/tr7YTVjGPSCheYtObfoNRkMV82L.jpg,1971-12-25,Duel,False,7.4,897
3,False,/7D5sfA9KT40zC0qA4j8Fee1IPzL.jpg,"[18, 27, 9648]",2291,en,Jacob's Ladder,A traumatized Vietnam war veteran finds out that his post-war life isn't what he believes it to be when he's attacked by horned creatures in the subway and his dead son comes to visit him...,8.314,/2Byg7AV91LF7pfByz4ZMvnkZnH7.jpg,1990-11-02,Jacob's Ladder,False,7.4,790
4,False,/nHUgWsYFyDOKYf2AsDdHHlHmRtJ.jpg,"[18, 53, 10752]",9075,nl,Zwartboek,"In the Nazi-occupied Netherlands during World War II, a Jewish singer infiltrates the regional Gestapo headquarters for the Dutch resistance.",11.27,/mvQj4ckJL7jP5MerFMnoONKjkHq.jpg,2006-09-01,Black Book,False,7.4,564
5,False,/iJNkqCLAHm9hseBMLFeuwxD7Wpo.jpg,"[18, 36, 10752]",76758,zh,金陵十三釵,"A Westerner finds refuge with a group of women in a church during Japan's rape of Nanking in 1937. Posing as a priest, he attempts to lead the women to safety.",9.609,/s9Lgt28YhHIVllsF3N1FxwNuGre.jpg,2011-12-15,The Flowers of War,False,7.4,381
6,False,/w7nnWraudThsdq6V38nMAELh7UR.jpg,"[18, 37]",3110,en,Shane,"A weary gunfighter attempts to settle down with a homestead family, but a smouldering settler and rancher conflict forces him to act.",11.522,/fPCjyrZK1evjm2vocMpsHZ0xFOa.jpg,1953-04-23,Shane,False,7.4,295
7,False,/87iV4vuwo9pvRjJqwlKXGR3t9bs.jpg,[18],319373,ja,あん,"Sentaro runs a small bakery that serves dorayaki pastries filled with sweet red bean paste (“an”). When an old lady, Tokue, offers to help in the kitchen he reluctantly accepts. She will soon prove to have magic in her hands…",7.319,/5SFlsCqxzLYPhrdeSl8DdG7Nz0p.jpg,2015-05-30,Sweet Bean,False,7.4,220
8,False,/1G44M3SNVcVBZer0I5ogQBUnVCz.jpg,"[878, 53]",206487,en,Predestination,"Predestination chronicles the life of a Temporal Agent sent on an intricate series of time-travel journeys designed to prevent future killers from committing their crimes. Now, on his final assignment, the Agent must stop the one criminal that has eluded him throughout time and prevent a devastating attack in which thousands of lives will be lost.",14.471,/kDdUtDsGMQ3OYwoBtEQyJIGPz4V.jpg,2014-08-28,Predestination,False,7.4,3801
9,False,/k2qLUz5fymFOOYfehaQt6ewXSth.jpg,"[28, 12, 878, 53]",16320,en,Serenity,"When the renegade crew of Serenity agrees to hide a fugitive on their ship, they find themselves in an action-packed battle between the relentless military might of a totalitarian regime who will destroy anything – or anyone – to get the girl back and the bloodthirsty creatures who roam the uncharted areas of space. But... the greatest danger of all may be on their ship.",13.034,/1Hq659V31ER9pQQvVBUUJbwR7NT.jpg,2005-09-03,Serenity,False,7.4,2162
10,False,/5N7Kl2ekPad4hY77liQxlO9vqMS.jpg,"[18, 10749]",802,en,Lolita,"Humbert Humbert is a middle-aged British novelist who is both appalled by and attracted to the vulgarity of American culture. When he comes to stay at the boarding house run by Charlotte Haze, he soon becomes obsessed with Lolita, the woman's teenaged daughter.",12.543,/heRYtNrkHLj3Lwghr2jPBX7Yc29.jpg,1962-06-13,Lolita,False,7.4,1053
11,False,/3AZ7VeCiBssKYraKzTsXKTSQh4R.jpg,"[18, 36]",399121,fr,J’accuse,"In 1894, French Captain Alfred Dreyfus is wrongfully convicted of treason and sentenced to life imprisonment at Devil's Island.",14.126,/911kntXCM3WiHYcQDIJ4wZZ9CJx.jpg,2019-09-30,An Officer and a Spy,False,7.4,333
12,False,/9EbRukoEPkdRaXI73H3ufbga6tH.jpg,[18],394117,en,The Florida Project,"The story of a precocious six year-old and her ragtag group of friends whose summer break is filled with childhood wonder, possibility and a sense of adventure while the adults around them struggle with hard times.",11.278,/bnSTP1PY2fDyat0eUa4QouuGV7F.jpg,2017-10-06,The Florida Project,False,7.4,1372
13,False,/4hnOS1PmSYSjT2lD0LQyyVr4Kpu.jpg,"[18, 10749]",79120,en,Weekend,"After a drunken house party with his straight mates, Russell heads out to a gay club. Just before closing time he picks up Glen but what's expected to be just a one-night stand becomes something else, something special.",8.446,/5OeKFn8DRm0vyPIvkbNzQaVQERO.jpg,2011-09-22,Weekend,False,7.4,327
14,False,/ygoySshaBsokKZejIv34NMszP7E.jpg,"[28, 37]",3089,en,Red River,"Headstrong Thomas Dunson starts a thriving Texas cattle ranch with the help of his faithful trail hand, Groot, and his protégé, Matthew Garth, an orphan Dunson took under his wing when Matt was a boy. In need of money following the Civil War, Dunson and Matt lead a cattle drive to Missouri, where they will get a better price than locally, but the crotchety older man and his willful young partner begin to butt heads on the exhausting journey.",8.147,/vcTBAss5S1Y0BOVWB35ewDLY3MX.jpg,1948-08-26,Red River,False,7.4,210
15,False,/oJNu8vS6Wf10Cv2996KO65jt4C0.jpg,"[28, 10752]",190859,en,American Sniper,"U.S. Navy SEAL Chris Kyle takes his sole mission—protect his comrades—to heart and becomes one of the most lethal snipers in American history. His pinpoint accuracy not only saves countless lives but also makes him a prime target of insurgents. Despite grave danger and his struggle to be a good husband and father to his family back in the States, Kyle serves four tours of duty in Iraq. However, when he finally returns home, he finds that he cannot leave the war behind.",14.493,/svPHnYE7N5NAGO49dBmRhq0vDQ3.jpg,2014-12-11,American Sniper,False,7.4,8480
16,False,/3HVvtFm9NvOfn1u3yfeEugh2ZWj.jpg,"[12, 16, 14, 878, 10751]",9016,en,Treasure Planet,"When space galleon cabin boy Jim Hawkins discovers a map to an intergalactic ""loot of a thousand worlds,"" a cyborg cook named John Silver teaches him to battle supernovas and space storms. But, soon, Jim realizes Silver is a pirate intent on mutiny!",17.538,/gFfZVblQoExIVK4PVCJ9xZZJJKy.jpg,2002-11-26,Treasure Planet,False,7.4,2276
17,False,/c3obmuTMufliNJCifaso4oUapHC.jpg,"[80, 18, 9648, 53]",20246,en,The Stranger,A man working for the War Crimes Commission suspects that an important Nazi official has folded himself into a quaint Connecticut town.,6.687,/fg1pNMfunv6JeZwO3xdQr6CEiDz.jpg,1946-07-02,The Stranger,False,7.4,236
18,False,/xss9UWu8q9WrJx7TwAVMPxzrldl.jpg,"[28, 18, 36, 10752]",15384,zh,赤壁2：決戰天下,"The battle of Red Cliff continues and the alliance between Xu and East Wu is fracturing.  With Cao Cao's massive forces on their doorstep, will the kingdoms of Xu and East Wu survive?",6.864,/h4WZHa5K941lAthsa29g0RFJJtV.jpg,2009-01-07,Red Cliff Part II,False,7.4,214
19,False,/dgOosqHUPTrs9hDijYTnBNHYYib.jpg,"[18, 14, 10749]",293863,en,The Age of Adaline,"After 29-year-old Adaline recovers from a nearly lethal accident, she inexplicably stops growing older. As the years stretch on and on, Adaline keeps her secret to herself  until she meets a man who changes her life.",13.544,/gEDGROZ4NQDlRjUPPSSyIf0hKvD.jpg,2015-04-16,The Age of Adaline,False,7.4,4258
0,False,/sZZJ42GrWKxSOfcrpI2TSFQa0AQ.jpg,[18],504608,en,Rocketman,"The story of Elton John's life, from his years as a prodigy at the Royal Academy of Music through his influential and enduring musical partnership with Bernie Taupin.",22.672,/f4FF18ia7yTvHf2izNrHqBmgH8U.jpg,2019-05-22,Rocketman,False,7.4,1844
1,False,/c0m38SivpqtLGefmf8CDZlvOBti.jpg,"[35, 80, 18]",2757,en,Adaptation.,A love-lorn script writer grows increasingly desperate in his quest to adapt the book 'The Orchid Thief'.,9.796,/qP4LbKYVRWw5j1n55sSjvvgmedM.jpg,2002-12-06,Adaptation.,False,7.4,1334
2,False,/mfSRFctT5zauRY5q4S61uFzhPXy.jpg,"[35, 18, 10749]",40794,it,Mine vaganti,"Tommaso is the youngest son of the Cantones, a large, traditional southern Italian family operating a pasta-making business since the 1960s. On a trip home from Rome, where he studies literature and lives with his boyfriend, Tommaso decides to tell his parents the truth about himself. But when he is finally ready to come out in front of the entire family, his older brother Antonio ruins his plans.",7.429,/gYSXvD0sB2MRXF5YreSWtdcW4Jv.jpg,2010-02-12,Loose Cannons,False,7.4,377
3,False,/bFMVJ0RZ6xHqsZhHQwxc0fPi5h6.jpg,"[18, 10752]",1116,en,The Wind That Shakes the Barley,"In 1920s Ireland young doctor Damien O'Donovan prepares to depart for a new job in a London hospital. As he says his goodbyes at a friend's farm, British Black and Tans arrive, and a young man is killed. Damien joins his brother Teddy in the Irish Republican Army, but political events are soon set in motion that tear the brothers apart.",10.461,/uLt7SpgPjfwkWqJpUk08xONISFZ.jpg,2006-03-24,The Wind That Shakes the Barley,False,7.4,349
4,False,/ocn3pLKJjYmXIP2331pUNC33f5M.jpg,"[18, 10749]",4584,en,Sense and Sensibility,"Rich Mr. Dashwood dies, leaving his second wife and her daughters poor by the rules of inheritance. Two daughters are the titular opposites.",11.762,/1ryNXjmwdCTqLXxXCG9BGvZyMOH.jpg,1995-12-13,Sense and Sensibility,False,7.4,815
5,False,/1dQcim3JvjHXE7YGynxVgrsY8Cz.jpg,[35],10794,en,The Party,"Hrundi V. Bakshi, an accident-prone actor from India, is accidentally put the name on the guest list for an upcoming party at the home of a Hollywood film director. Unfortunately, from the moment he arrives, one thing after another goes wrong with a compounding affect.",11.591,/pC6FB4fLIVRCpMzIbUf1xOVobmz.jpg,1968-04-04,The Party,False,7.4,363
6,False,/f6WMgACY6VQnGpz9L4eQ3hkfcJE.jpg,[18],687,en,Dead Man Walking,A justice drama based on a true story about a man on death row who in his last days forms a strong relationship with a nun who teaches him forgiveness and gives him spirituality as she accompanies him to his execution.,10.982,/jAuo0Buh8wSOrAnUoiwrJIuOs0q.jpg,1995-12-29,Dead Man Walking,False,7.4,744
7,False,/hhjC6MiQUoxAZgg8GmKRB8c6URe.jpg,"[16, 10751]",286192,en,Lava,"The story follows the love story of two volcanoes, Uku and Lele. It features a song, ""Lava"", which is written by Murphy and performed by Kuana Torres Kahele and Napua Greig, who voice the two volcanoes.",9.472,/oNfaNS1WM0bc7wOEm2SAItLggnI.jpg,2014-10-10,Lava,False,7.4,686
8,False,/7quVAJlDtJAieRIYn2k0hEe4K75.jpg,"[35, 18]",290762,en,Miss You Already,The friendship between two life-long girlfriends is put to the test when one starts a family and the other falls ill.,8.35,/pwffB2oYdhoMcJYpCFvFycpyp4h.jpg,2015-09-12,Miss You Already,False,7.4,457
9,False,/sVmbRqvT6WfNUnHsh1z5sVDdC1c.jpg,"[35, 80, 18, 27]",10086,fr,C'est arrivé près de chez vous,"The activities of rampaging, indiscriminate serial killer Ben are recorded by a willingly complicit documentary team, who eventually become his accomplices and active participants. Ben provides casual commentary on the nature of his work and arbitrary musings on topics of interest to him, such as music or the conditions of low-income housing, and even goes so far as to introduce the documentary crew to his family. But their reckless indulgences soon get the better of them.",9.797,/noCxjrCok0HtSxrAc0yWx5zSBpe.jpg,1992-05-01,Man Bites Dog,False,7.4,432
10,False,/2Fr1vqBiDn8xRJM9elcplzHctTN.jpg,"[28, 18, 9648, 53]",2501,en,The Bourne Identity,"Wounded to the brink of death and suffering from amnesia, Jason Bourne is rescued at sea by a fisherman. With nothing to go on but a Swiss bank account number, he starts to reconstruct his life, but finds that many people he encounters want him dead. However, Bourne realizes that he has the combat and mental skills of a world-class spy—but who does he work for?",19.293,/bXQIL36VQdzJ69lcjQR1WQzJqQR.jpg,2002-06-14,The Bourne Identity,False,7.4,5954
11,False,/qBRwRxhUszKvcHQxMiimuax6U2e.jpg,"[16, 35, 18]",9662,fr,Les Triplettes de Belleville,"When her grandson is kidnapped during the Tour de France, Madame Souza and her beloved pooch Bruno team up with the Belleville Sisters--an aged song-and-dance team from the days of Fred Astaire--to rescue him.",12.201,/A8aSp63Xi4cnip3wAhk7Jml1uWG.jpg,2003-06-11,The Triplets of Belleville,False,7.4,510
12,False,/c9GlsmZsZ9DR0G3LhRNip2wF06Y.jpg,"[28, 53]",38234,en,Undisputed III: Redemption,"Russian inmate Boyka, now severely hobbled by the knee injury suffered at the end of Undisputed 2. No longer the feared prison fighter he was, he has declined so far that he is now good only for cleaning toilets. But when a new prison fight tournament begins - an international affair, matching the best fighters from prisons around the globe, enticing them with the promise of freedom for the winner - Boyka must reclaim his dignity and fight for his position in the tournament.",18.443,/vLSnWLCnqk5j3oLnMnBHJGL3bO0.jpg,2010-05-22,Undisputed III: Redemption,False,7.4,348
13,False,/7mCE4QisFuJqxbLGK4WiyM5fjjl.jpg,[18],407449,en,Lucky,"Follows the journey of a 90-year-old atheist and the quirky characters that inhabit his off-the-map desert town. He finds himself at the precipice of life, thrust into a journey of self-exploration.",12.128,/fy2K8jqCV9rNC8fHx9muPJTNaqs.jpg,2017-09-29,Lucky,False,7.4,265
14,False,/lewYqqt8epnjFhEOIIIINX9Z8EE.jpg,"[12, 35, 18]",463257,en,The Peanut Butter Falcon,A down-on-his-luck crab fisherman embarks on a journey to get a young man with Down syndrome to a professional wrestling school in rural North Carolina and away from the retirement home where he’s lived for the past two and a half years.,18.483,/qyQcRGvdW3VtxHR4fSDgPOePEip.jpg,2019-08-09,The Peanut Butter Falcon,False,7.4,265
15,False,/nsqs8dV3DBeheey1qqnbTD4LSHW.jpg,"[18, 10749]",8055,en,The Reader,"The story of Michael Berg, a German lawyer who, as a teenager in the late 1950s, had an affair with an older woman, Hanna, who then disappeared only to resurface years later as one of the defendants in a war crimes trial stemming from her actions as a concentration camp guard late in the war. He alone realizes that Hanna is illiterate and may be concealing that fact at the expense of her freedom.",13.492,/mEqgCzhGO3gi9DkevgM7N6a5mY3.jpg,2008-12-10,The Reader,False,7.4,1702
16,False,/rE6W3KHdIuTdgRDLOOOMR3gfGgc.jpg,"[18, 36]",289222,en,The Zookeeper's Wife,"The account of keepers of the Warsaw Zoo, Jan and Antonina Zabinski, who helped save hundreds of people and animals during the Nazi invasion.",13.938,/50KGpMiIvSkF4WHOgp0gM6r6sMU.jpg,2017-03-31,The Zookeeper's Wife,False,7.4,898
17,False,/wNm3hNJuOk117wEwuESKO8eCEAk.jpg,[28],9461,en,Enter the Dragon,A martial artist agrees to spy on a reclusive crime lord using his invitation to a tournament there as cover.,14.301,/6C006cxfwjWYkBW4fM3xCMyr7Yg.jpg,1973-08-17,Enter the Dragon,False,7.4,923
18,False,/nxJ05LTOxmbTKdOA7kXcnijC2K9.jpg,"[9648, 18, 53]",345,en,Eyes Wide Shut,"After Dr. Bill Harford's wife, Alice, admits to having sexual fantasies about a man she met, Bill becomes obsessed with having a sexual encounter. He discovers an underground sexual group and attends one of their meetings -- and quickly discovers that he is in over his head.",12.994,/a0YOhU3zq0RkOYrVlPXCeE1oFkR.jpg,1999-07-16,Eyes Wide Shut,False,7.4,3152
19,False,/n7lX7ookMWQkqi2DfvUhvax6aQD.jpg,"[35, 10749]",2898,en,As Good as It Gets,"New York City. Melvin Udall, a cranky, bigoted, obsessive-compulsive writer, finds his life turned upside down when neighboring gay artist Simon is hospitalized and his dog is entrusted to Melvin. In addition, Carol, the only waitress who will tolerate him, must leave work to care for her sick son, making it impossible for Melvin to eat breakfast.",9.368,/iQ8xiJmLsS0EoH3DhX0YdrbmRu3.jpg,1997-12-19,As Good as It Gets,False,7.4,2060
0,False,/buOVzWI4PGefdhKFXirlSBvRGGe.jpg,[35],2798,fr,Oscar,"This film originated as a play in Paris. The story focuses on the one-day adventures of Bertrand Barnier played with a genius of French cinema, Louis de Funes. In the same morning he learns that his daughter is pregnant, an employee stole a large amount of money from his company, his maid is about to resign in order to marry a wealthy neighbor and his body builder is interested in marrying his daughter. The seemingly complicated story-line is full of comedy or errors and some of the most hilarious mime scenes of the French cinema.",6.801,/sfFIGAaFT5KmFmdMYcsM6f6fkY.jpg,1967-10-10,Oscar,False,7.4,257
1,False,/my81Hjt7NpZhaMX9bHi4wVhFy0v.jpg,"[28, 80, 53]",187,en,Sin City,"Welcome to Sin City. This town beckons to the tough, the corrupt, the brokenhearted. Some call it dark… Hard-boiled. Then there are those who call it home — Crooked cops, sexy dames, desperate vigilantes. Some are seeking revenge, others lust after redemption, and then there are those hoping for a little of both. A universe of unlikely and reluctant heroes still trying to do the right thing in a city that refuses to care.",17.649,/vKJVGOKPyWqp9d2EX5NH1liqRqR.jpg,2005-04-01,Sin City,False,7.4,5152
